input_text,response_text
"Yes, add extra chicken tender.",Got it. Anything else?
"A lemonade, please.","Sure, a Kane's box 3 finger with extra sauce, extra toast and a lemonade. Your total is [TOTAL_AMOUNT]. Is that correct?"
I would like to order a Quarter Pounder with Cheese Deluxe.,Would you like anything else with your Quarter Pounder with Cheese Deluxe?
"Yes, add no pickles.",Got it. Anything else?
"Yes, add no onions.",Got it. Anything else?
I would like to change my order to a Pepperoni Pizza.,"Sure, changed to a Pepperoni Pizza. Anything else?"
I would like to order a Big Mac.,Would you like anything else with your Big Mac?
"Yes, add extra chicken tender.",Got it. Anything else?
I would also like a Big Mac.,Got it. Anything else?
"A lemonade, please.","Sure, a Quarter Pounder with Cheese with extra patty, no pickles and a lemonade. Your total is [TOTAL_AMOUNT]. Is that correct?"
I would like to order a Cheese Pizza.,Would you like anything else with your Cheese Pizza?
I would also like a Pepperoni Pizza.,Got it. Anything else?
"Actually, remove the McDouble.","Okay, removed the McDouble. Anything else?"
I would like to change my order to a Big Mac.,"Sure, changed to a Big Mac. Anything else?"
I would like to change my order to a Pepperoni Pizza.,"Sure, changed to a Pepperoni Pizza. Anything else?"
I would also like a Cheeseburger.,Got it. Anything else?
"Yes, add extra chicken tender.",Got it. Anything else?
I would like to order a McDouble.,Would you like anything else with your McDouble?
"A Dr. Pepper, please.","Sure, a Kane's box 6 finger with extra toast, extra chicken tender and a Dr. Pepper. Your total is [TOTAL_AMOUNT]. Is that correct?"
I would like to change my order to a Big Mac.,"Sure, changed to a Big Mac. Anything else?"
I would like to change my order to a McDouble.,"Sure, changed to a McDouble. Anything else?"
I would also like a Cheese Pizza.,Got it. Anything else?
"No, that's all.","Sure, Pepperoni Pizza, Cheese Pizza. Can I have your name for the order?"
I would also like a Kane's box 4 finger.,Got it. Anything else?
I would also like a Kane's box 4 finger.,Got it. Anything else?
"A Coke, please.","Sure, a Kane's box 4 finger with extra chicken tender and a Coke. Your total is [TOTAL_AMOUNT]. Is that correct?"
"Actually, remove the Quarter Pounder with Cheese Deluxe.","Okay, removed the Quarter Pounder with Cheese Deluxe. Anything else?"
I would like to order a Quarter Pounder with Cheese Deluxe.,Would you like anything else with your Quarter Pounder with Cheese Deluxe?
I would like to order a Cheeseburger.,Would you like anything else with your Cheeseburger?
"Yes, add extra cheese.",Got it. Anything else?
I would also like a McDouble.,Got it. Anything else?
"A pink lemonade, please.","Sure, a Cheeseburger with no onions and a pink lemonade. Your total is [TOTAL_AMOUNT]. Is that correct?"
"Actually, remove the Big Mac.","Okay, removed the Big Mac. Anything else?"
I would also like a Big Mac.,Got it. Anything else?
I would like to order a Kane's box 3 finger.,Would you like anything else with your Kane's box 3 finger?
"A pink lemonade, please.","Sure, a Quarter Pounder with Cheese Deluxe with no pickles, extra cheese, extra patty and a pink lemonade. Your total is [TOTAL_AMOUNT]. Is that correct?"
"A Coke, please.","Sure, a McDouble with extra cheese, no onions and a Coke. Your total is [TOTAL_AMOUNT]. Is that correct?"
"Yes, add extra chicken tender.",Got it. Anything else?
"Actually, remove the Kane's box 6 finger.","Okay, removed the Kane's box 6 finger. Anything else?"
"Yes, add extra patty.",Got it. Anything else?
"A Coke, please.","Sure, a Cheese Pizza with extra cheese, no cheese, onions and a Coke. Your total is [TOTAL_AMOUNT]. Is that correct?"
I would like to order a Big Mac.,Would you like anything else with your Big Mac?
I would like to order a Cheeseburger.,Would you like anything else with your Cheeseburger?
"Actually, remove the Quarter Pounder with Cheese Deluxe.","Okay, removed the Quarter Pounder with Cheese Deluxe. Anything else?"
I would like to order a Quarter Pounder with Cheese Deluxe.,Would you like anything else with your Quarter Pounder with Cheese Deluxe?
I would also like a Pepperoni Pizza.,Got it. Anything else?
"Actually, remove the Pepperoni Pizza.","Okay, removed the Pepperoni Pizza. Anything else?"
"Yes, add extra cheese.",Got it. Anything else?
I would like to order a Pepperoni Pizza.,Would you like anything else with your Pepperoni Pizza?
"Yes, add no onions.",Got it. Anything else?
"Actually, remove the Cheese Pizza.","Okay, removed the Cheese Pizza. Anything else?"
"A Coke, please.","Sure, a Kane's box 3 finger with extra toast, extra sauce and a Coke. Your total is [TOTAL_AMOUNT]. Is that correct?"
"Actually, remove the Kane's box 4 finger.","Okay, removed the Kane's box 4 finger. Anything else?"
I would also like a Pepperoni Pizza.,Got it. Anything else?
"Yes, add onions.",Got it. Anything else?
I would like to order a Cheese Pizza.,Would you like anything else with your Cheese Pizza?
"Yes, add onions.",Got it. Anything else?
"A Coke, please.","Sure, a Pepperoni Pizza with no cheese, extra cheese and a Coke. Your total is [TOTAL_AMOUNT]. Is that correct?"
"A Coke, please.","Sure, a Kane's box 4 finger with extra sauce, extra toast and a Coke. Your total is [TOTAL_AMOUNT]. Is that correct?"
"Yes, add extra chicken tender.",Got it. Anything else?
"Yes, add no pickles.",Got it. Anything else?
I would like to order a Big Mac.,Would you like anything else with your Big Mac?
I would also like a Quarter Pounder with Cheese Deluxe.,Got it. Anything else?
I would also like a Pepperoni Pizza.,Got it. Anything else?
I would like to change my order to a McDouble.,"Sure, changed to a McDouble. Anything else?"
I would like to order a Quarter Pounder with Cheese.,Would you like anything else with your Quarter Pounder with Cheese?
I would like to change my order to a Big Mac.,"Sure, changed to a Big Mac. Anything else?"
I would also like a Cheeseburger.,Got it. Anything else?
I would also like a Quarter Pounder with Cheese Deluxe.,Got it. Anything else?
I would like to order a Quarter Pounder with Cheese.,Would you like anything else with your Quarter Pounder with Cheese?
"Yes, add no pickles.",Got it. Anything else?
"A Dr. Pepper, please.","Sure, a Cheese Pizza with onions, extra cheese and a Dr. Pepper. Your total is [TOTAL_AMOUNT]. Is that correct?"
I would like to change my order to a Kane's box 3 finger.,"Sure, changed to a Kane's box 3 finger. Anything else?"
"A pink lemonade, please.","Sure, a Big Mac with no onions and a pink lemonade. Your total is [TOTAL_AMOUNT]. Is that correct?"
"Actually, remove the Cheeseburger.","Okay, removed the Cheeseburger. Anything else?"
"Actually, remove the Kane's box 3 finger.","Okay, removed the Kane's box 3 finger. Anything else?"
I would also like a Quarter Pounder with Cheese Deluxe.,Got it. Anything else?
"Yes, add extra cheese.",Got it. Anything else?
"Actually, remove the Cheeseburger.","Okay, removed the Cheeseburger. Anything else?"
"A pink lemonade, please.","Sure, a Cheeseburger with extra cheese, no onions and a pink lemonade. Your total is [TOTAL_AMOUNT]. Is that correct?"
"Yes, add extra chicken tender.",Got it. Anything else?
"No, that's all.","Sure, Kane's box 6 finger, McDouble. Can I have your name for the order?"
"Actually, remove the Kane's box 4 finger.","Okay, removed the Kane's box 4 finger. Anything else?"
I would also like a Cheeseburger.,Got it. Anything else?
"A Coke, please.","Sure, a Big Mac with extra cheese and a Coke. Your total is [TOTAL_AMOUNT]. Is that correct?"
I would like to order a Pepperoni Pizza.,Would you like anything else with your Pepperoni Pizza?
I would like to order a Kane's box 4 finger.,Would you like anything else with your Kane's box 4 finger?
I would like to order a Kane's box 3 finger.,Would you like anything else with your Kane's box 3 finger?
"Yes, add extra toast.",Got it. Anything else?
I would like to order a Quarter Pounder with Cheese Deluxe.,Would you like anything else with your Quarter Pounder with Cheese Deluxe?
"A Coke, please.","Sure, a Kane's box 3 finger with extra toast, extra sauce, extra chicken tender and a Coke. Your total is [TOTAL_AMOUNT]. Is that correct?"
"Actually, remove the Kane's box 4 finger.","Okay, removed the Kane's box 4 finger. Anything else?"
"A pink lemonade, please.","Sure, a Kane's box 4 finger with extra sauce and a pink lemonade. Your total is [TOTAL_AMOUNT]. Is that correct?"
"A pink lemonade, please.","Sure, a Kane's box 3 finger with extra sauce, extra chicken tender and a pink lemonade. Your total is [TOTAL_AMOUNT]. Is that correct?"
I would also like a Kane's box 4 finger.,Got it. Anything else?
I would like to order a Cheeseburger.,Would you like anything else with your Cheeseburger?
"A lemonade, please.","Sure, a Kane's box 3 finger with extra chicken tender, extra sauce, extra toast and a lemonade. Your total is [TOTAL_AMOUNT]. Is that correct?"
I would like to order a Cheese Pizza.,Would you like anything else with your Cheese Pizza?
I would like to order a Pepperoni Pizza.,Would you like anything else with your Pepperoni Pizza?
I would like to order a Pepperoni Pizza.,Would you like anything else with your Pepperoni Pizza?
I would like to change my order to a Big Mac.,"Sure, changed to a Big Mac. Anything else?"
I would also like a Kane's box 3 finger.,Got it. Anything else?
"Actually, remove the Cheeseburger.","Okay, removed the Cheeseburger. Anything else?"
I would like to order a McDouble.,Would you like anything else with your McDouble?
I would like to order a McDouble.,Would you like anything else with your McDouble?
I would like to order a Pepperoni Pizza.,Would you like anything else with your Pepperoni Pizza?
"Yes, add extra sauce.",Got it. Anything else?
"No, that's all.","Sure, Pepperoni Pizza, Cheese Pizza, Cheeseburger. Can I have your name for the order?"
I would like to order a Pepperoni Pizza.,Would you like anything else with your Pepperoni Pizza?
"Yes, add extra cheese.",Got it. Anything else?
I would like to order a Quarter Pounder with Cheese Deluxe.,Would you like anything else with your Quarter Pounder with Cheese Deluxe?
"Actually, remove the Quarter Pounder with Cheese Deluxe.","Okay, removed the Quarter Pounder with Cheese Deluxe. Anything else?"
I would also like a Kane's box 4 finger.,Got it. Anything else?
"A lemonade, please.","Sure, a Quarter Pounder with Cheese Deluxe with no pickles, extra patty, extra cheese and a lemonade. Your total is [TOTAL_AMOUNT]. Is that correct?"
I would also like a Quarter Pounder with Cheese.,Got it. Anything else?
"Yes, add extra cheese.",Got it. Anything else?
I would like to order a Kane's box 6 finger.,Would you like anything else with your Kane's box 6 finger?
"A lemonade, please.","Sure, a Kane's box 4 finger with extra sauce, extra chicken tender, extra toast and a lemonade. Your total is [TOTAL_AMOUNT]. Is that correct?"
"Yes, add extra cheese.",Got it. Anything else?
"A pink lemonade, please.","Sure, a Pepperoni Pizza with no cheese, onions, extra cheese and a pink lemonade. Your total is [TOTAL_AMOUNT]. Is that correct?"
"Yes, add extra chicken tender.",Got it. Anything else?
I would like to order a Big Mac.,Would you like anything else with your Big Mac?
"Actually, remove the Quarter Pounder with Cheese.","Okay, removed the Quarter Pounder with Cheese. Anything else?"
I would also like a Kane's box 6 finger.,Got it. Anything else?
"A Sprite, please.","Sure, a Quarter Pounder with Cheese with extra patty and a Sprite. Your total is [TOTAL_AMOUNT]. Is that correct?"
"A lemonade, please.","Sure, a Cheeseburger with extra cheese, no ketchup and a lemonade. Your total is [TOTAL_AMOUNT]. Is that correct?"
I would also like a Big Mac.,Got it. Anything else?
"A Dr. Pepper, please.","Sure, a Pepperoni Pizza with onions, no cheese, extra cheese and a Dr. Pepper. Your total is [TOTAL_AMOUNT]. Is that correct?"
"Yes, add no onions.",Got it. Anything else?
"Actually, remove the Cheeseburger.","Okay, removed the Cheeseburger. Anything else?"
I would like to order a Cheese Pizza.,Would you like anything else with your Cheese Pizza?
I would like to order a Big Mac.,Would you like anything else with your Big Mac?
I would like to change my order to a Quarter Pounder with Cheese.,"Sure, changed to a Quarter Pounder with Cheese. Anything else?"
"No, that's all.","Sure, Big Mac, Kane's box 3 finger, McDouble. Can I have your name for the order?"
I would like to order a Quarter Pounder with Cheese.,Would you like anything else with your Quarter Pounder with Cheese?
I would like to order a Big Mac.,Would you like anything else with your Big Mac?
I would like to order a Quarter Pounder with Cheese.,Would you like anything else with your Quarter Pounder with Cheese?
I would like to change my order to a Quarter Pounder with Cheese Deluxe.,"Sure, changed to a Quarter Pounder with Cheese Deluxe. Anything else?"
I would like to change my order to a Pepperoni Pizza.,"Sure, changed to a Pepperoni Pizza. Anything else?"
"Actually, remove the Quarter Pounder with Cheese.","Okay, removed the Quarter Pounder with Cheese. Anything else?"
"Yes, add onions.",Got it. Anything else?
